RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Número de Orden,Monto Pedido,Fecha de despacho Solicitada,Comuna
6.606.107-5,Cliente Nuevo 6606107,"Avenida Providencia 3544, Santiago, Chile",2026-12-16,ORD-CL-202612-002167,219020,2026-12-19,Puente Alto
8.827.735-9,Cliente Nuevo 8827735,"Avenida Pajaritos 4700, Santiago, Chile",2026-12-03,ORD-CL-202612-000356,126699,2026-12-05,Santiago
5.930.869-0,Cliente Nuevo 5930869,"Avenida Américo Vespucio 1323, Santiago, Chile",2026-12-28,ORD-CL-202612-003764,140024,2026-12-29,Vitacura
6.052.790-4,Cliente 6052790,"Avenida Tobalaba 5021, Santiago, Chile",2026-12-09,ORD-CL-202612-001023,297065,2026-12-11,Quinta Normal
16.554.800-3,Cliente 16554800,"Calle Estado 7420, Santiago, Chile",2026-12-23,ORD-CL-202612-003101,73208,2026-12-27,San Miguel
14.449.066-2,Cliente 14449066,"Calle Santo Domingo 9845, Santiago, Chile",2026-12-06,ORD-CL-202612-000646,232563,2026-12-10,Lo Prado
21.043.135-1,Cliente Nuevo 21043135,"Avenida Américo Vespucio 7807, Santiago, Chile",2026-12-19,ORD-CL-202612-002402,93657,2026-12-22,Lo Prado
15.301.216-5,Cliente 15301216,"Avenida Vicuña Mackenna 8405, Santiago, Chile",2026-12-22,ORD-CL-202612-002963,106566,2026-12-25,Peñalolén
15.420.449-6,Cliente Nuevo 15420449,"Avenida Américo Vespucio 7052, Santiago, Chile",2026-12-13,ORD-CL-202612-001576,202559,2026-12-16,Quinta Normal
16.445.432-1,Cliente Nuevo 16445432,"Avenida Santa Rosa 8652, Santiago, Chile",2026-12-05,ORD-CL-202612-000570,269701,2026-12-10,Peñalolén
15.575.959-7,Cliente 15575959,"Avenida Mapocho 4652, Santiago, Chile",2026-12-03,ORD-CL-202612-000376,49384,2026-12-05,Vitacura
21.060.915-1,Cliente 21060915,"Avenida Macul 4705, Santiago, Chile",2026-12-15,ORD-CL-202612-001867,114794,2026-12-18,San Miguel
17.625.173-4,Cliente Nuevo 17625173,"Calle Catedral 9893, Santiago, Chile",2026-12-18,ORD-CL-202612-002371,128994,2026-12-21,Lo Prado
17.854.674-8,Cliente Nuevo 17854674,"Avenida Santa Rosa 5071, Santiago, Chile",2026-12-06,ORD-CL-202612-000654,280153,2026-12-10,La Florida
5.212.571-7,Cliente 5212571,"Avenida Apoquindo 6587, Santiago, Chile",2026-12-15,ORD-CL-202612-001908,130503,2026-12-17,Santiago
17.308.796-5,Cliente 17308796,"Avenida Grecia 7261, Santiago, Chile",2026-12-07,ORD-CL-202612-000828,191838,2026-12-10,Santiago
15.246.269-4,Cliente Nuevo 15246269,"Avenida Mapocho 8992, Santiago, Chile",2026-12-23,ORD-CL-202612-003114,87100,2026-12-27,Las Condes
20.791.707-4,Cliente Nuevo 20791707,"Avenida Irarrázaval 8053, Santiago, Chile",2026-12-17,ORD-CL-202612-002278,112783,2026-12-19,La Reina
20.611.804-1,Cliente 20611804,"Avenida Vitacura 1955, Santiago, Chile",2026-12-28,ORD-CL-202612-003715,88580,2026-12-31,Lo Prado
6.406.935-9,Cliente Nuevo 6406935,"Calle San Diego 2159, Santiago, Chile",2026-12-23,ORD-CL-202612-002989,96877,2026-12-26,Estación Central
7.910.497-1,Cliente Nuevo 7910497,"Avenida Independencia 4637, Santiago, Chile",2026-12-11,ORD-CL-202612-001333,177883,2026-12-14,Providencia
16.263.046-0,Cliente Nuevo 16263046,"Avenida Kennedy 8978, Santiago, Chile",2026-12-23,ORD-CL-202612-003033,201474,2026-12-26,San Miguel
10.807.050-1,Cliente 10807050,"Calle San Diego 9203, Santiago, Chile",2026-12-22,ORD-CL-202612-002911,148587,2026-12-23,Santiago
14.040.778-3,Cliente Nuevo 14040778,"Calle Santo Domingo 211, Santiago, Chile",2026-12-14,ORD-CL-202612-001717,304722,2026-12-16,La Florida
7.640.426-3,Cliente Nuevo 7640426,"Avenida Vitacura 7084, Santiago, Chile",2026-12-16,ORD-CL-202612-002188,294161,2026-12-18,Peñalolén
19.237.467-1,Cliente 19237467,"Avenida Kennedy 7565, Santiago, Chile",2026-12-05,ORD-CL-202612-000585,296917,2026-12-07,Peñalolén
19.561.748-8,Cliente 19561748,"Gran Avenida José Miguel Carrera 5271, Santiago, Chile",2026-12-11,ORD-CL-202612-001402,117229,2026-12-16,Puente Alto
6.957.401-2,Cliente 6957401,"Avenida Independencia 912, Santiago, Chile",2026-12-15,ORD-CL-202612-002006,204418,2026-12-17,San Miguel
9.543.617-7,Cliente 9543617,"Calle San Antonio 9038, Santiago, Chile",2026-12-11,ORD-CL-202612-001339,95176,2026-12-13,Las Condes
13.651.938-0,Cliente 13651938,"Calle Morandé 1676, Santiago, Chile",2026-12-28,ORD-CL-202612-003787,142161,2027-01-01,Quinta Normal
11.292.260-5,Cliente 11292260,"Avenida Irarrázaval 6780, Santiago, Chile",2026-12-23,ORD-CL-202612-003109,92118,2026-12-26,Santiago
17.008.500-2,Cliente Nuevo 17008500,"Avenida Libertador Bernardo O'Higgins 2693, Santiago, Chile",2026-12-17,ORD-CL-202612-002212,88450,2026-12-20,Santiago
10.201.227-3,Cliente 10201227,"Avenida Providencia 6854, Santiago, Chile",2026-12-14,ORD-CL-202612-001800,189092,2026-12-17,Recoleta
14.120.638-2,Cliente Nuevo 14120638,"Avenida Providencia 9354, Santiago, Chile",2026-12-20,ORD-CL-202612-002657,73257,2026-12-23,Lo Prado
12.193.567-5,Cliente 12193567,"Avenida Independencia 9295, Santiago, Chile",2026-12-04,ORD-CL-202612-000459,178684,2026-12-08,Lo Prado
10.053.123-7,Cliente Nuevo 10053123,"Calle Morandé 928, Santiago, Chile",2026-12-15,ORD-CL-202612-001877,119557,2026-12-16,San Miguel
13.775.682-8,Cliente Nuevo 13775682,"Calle Monjitas 6910, Santiago, Chile",2026-12-02,ORD-CL-202612-000263,198496,2026-12-05,Puente Alto
21.783.451-3,Cliente 21783451,"Calle Morandé 7161, Santiago, Chile",2026-12-19,ORD-CL-202612-002585,132919,2026-12-21,Recoleta
9.543.617-7,Cliente 9543617,"Calle San Antonio 9038, Santiago, Chile",2026-12-25,ORD-CL-202612-003287,302944,2026-12-28,Las Condes
22.080.557-4,Cliente 22080557,"Calle Arturo Prat 5241, Santiago, Chile",2026-12-16,ORD-CL-202612-002194,145435,2026-12-20,Estación Central
20.917.666-0,Cliente Nuevo 20917666,"Calle Teatinos 9903, Santiago, Chile",2026-12-05,ORD-CL-202612-000543,137956,2026-12-09,Estación Central
11.563.816-4,Cliente Nuevo 11563816,"Calle Morandé 9400, Santiago, Chile",2026-12-14,ORD-CL-202612-001729,175337,2026-12-16,Vitacura
8.210.131-4,Cliente 8210131,"Calle Monjitas 2837, Santiago, Chile",2026-12-19,ORD-CL-202612-002578,63586,2026-12-21,Santiago
11.850.979-9,Cliente 11850979,"Avenida Tobalaba 7248, Santiago, Chile",2026-12-14,ORD-CL-202612-001742,88473,2026-12-16,Providencia
11.079.834-9,Cliente 11079834,"Avenida Pajaritos 9628, Santiago, Chile",2026-12-31,ORD-CL-202612-004090,134837,2027-01-04,Estación Central
17.085.699-0,Cliente Nuevo 17085699,"Calle Huérfanos 4777, Santiago, Chile",2026-12-24,ORD-CL-202612-003242,91749,2026-12-27,Puente Alto
16.523.988-3,Cliente Nuevo 16523988,"Avenida Vitacura 1454, Santiago, Chile",2026-12-28,ORD-CL-202612-003759,162216,2027-01-01,San Miguel
10.463.358-7,Cliente Nuevo 10463358,"Calle Monjitas 6053, Santiago, Chile",2026-12-10,ORD-CL-202612-001171,43219,2026-12-13,San Miguel
8.179.064-5,Cliente Nuevo 8179064,"Calle Morandé 613, Santiago, Chile",2026-12-16,ORD-CL-202612-002170,233669,2026-12-19,Santiago
5.433.342-8,Cliente 5433342,"Calle Arturo Prat 4641, Santiago, Chile",2026-12-31,ORD-CL-202612-004175,177132,2027-01-02,La Reina
5.149.195-4,Cliente 5149195,"Avenida Santa Rosa 5626, Santiago, Chile",2026-12-08,ORD-CL-202612-001011,168804,2026-12-10,San Miguel
8.995.743-8,Cliente 8995743,"Avenida Santa Rosa 3654, Santiago, Chile",2026-12-23,ORD-CL-202612-003052,201964,2026-12-25,Santiago
8.897.852-9,Cliente Nuevo 8897852,"Avenida Pajaritos 8228, Santiago, Chile",2026-12-17,ORD-CL-202612-002300,124196,2026-12-20,Las Condes
20.736.036-0,Cliente Nuevo 20736036,"Calle Santo Domingo 650, Santiago, Chile",2026-12-16,ORD-CL-202612-002208,163488,2026-12-18,Estación Central
11.843.976-3,Cliente 11843976,"Calle Estado 1767, Santiago, Chile",2026-12-09,ORD-CL-202612-001077,207644,2026-12-11,La Florida
5.216.582-9,Cliente Nuevo 5216582,"Avenida Américo Vespucio 2071, Santiago, Chile",2026-12-23,ORD-CL-202612-003060,200846,2026-12-26,Independencia
12.725.879-1,Cliente Nuevo 12725879,"Avenida Mapocho 6728, Santiago, Chile",2026-12-19,ORD-CL-202612-002395,213979,2026-12-23,Lo Prado
10.353.880-5,Cliente Nuevo 10353880,"Avenida Departamental 88, Santiago, Chile",2026-12-14,ORD-CL-202612-001755,147959,2026-12-18,Santiago
6.987.782-8,Cliente Nuevo 6987782,"Calle Merced 2702, Santiago, Chile",2026-12-28,ORD-CL-202612-003678,231499,2026-12-30,Santiago
18.894.789-6,Cliente Nuevo 18894789,"Calle San Antonio 7865, Santiago, Chile",2026-12-18,ORD-CL-202612-002391,199150,2026-12-20,Vitacura
8.418.763-1,Cliente Nuevo 8418763,"Avenida Santa Rosa 9809, Santiago, Chile",2026-12-13,ORD-CL-202612-001636,78138,2026-12-15,Santiago
12.086.822-5,Cliente 12086822,"Calle Estado 8648, Santiago, Chile",2026-12-12,ORD-CL-202612-001483,309368,2026-12-15,Peñalolén
20.008.165-9,Cliente 20008165,"Avenida Mapocho 1601, Santiago, Chile",2026-12-08,ORD-CL-202612-000899,162977,2026-12-10,Quinta Normal
10.499.637-6,Cliente Nuevo 10499637,"Avenida Independencia 7595, Santiago, Chile",2026-12-05,ORD-CL-202612-000567,108244,2026-12-08,Santiago
16.287.716-7,Cliente 16287716,"Avenida Santa Rosa 6749, Santiago, Chile",2026-12-16,ORD-CL-202612-002088,147203,2026-12-19,Estación Central
19.950.985-0,Cliente Nuevo 19950985,"Avenida Tobalaba 8544, Santiago, Chile",2026-12-15,ORD-CL-202612-002022,124578,2026-12-17,Quinta Normal
17.297.224-8,Cliente 17297224,"Avenida Independencia 9028, Santiago, Chile",2026-12-03,ORD-CL-202612-000373,167789,2026-12-06,Lo Prado
5.318.872-4,Cliente Nuevo 5318872,"Gran Avenida José Miguel Carrera 5847, Santiago, Chile",2026-12-23,ORD-CL-202612-003096,121526,2026-12-25,Peñalolén
14.693.203-4,Cliente Nuevo 14693203,"Calle Huérfanos 996, Santiago, Chile",2026-12-01,ORD-CL-202612-000193,154564,2026-12-05,La Florida
5.216.582-9,Cliente Nuevo 5216582,"Avenida Américo Vespucio 2071, Santiago, Chile",2026-12-26,ORD-CL-202612-003528,129798,2026-12-28,Independencia
22.543.918-4,Cliente Nuevo 22543918,"Calle Catedral 3236, Santiago, Chile",2026-12-04,ORD-CL-202612-000450,70515,2026-12-06,Recoleta
18.505.871-0,Cliente 18505871,"Calle Catedral 9619, Santiago, Chile",2026-12-06,ORD-CL-202612-000627,182858,2026-12-09,La Florida
22.570.788-8,Cliente 22570788,"Calle Morandé 2222, Santiago, Chile",2026-12-19,ORD-CL-202612-002571,80961,2026-12-22,Vitacura
10.529.717-2,Cliente Nuevo 10529717,"Calle Compañía De Jesús 4356, Santiago, Chile",2026-12-06,ORD-CL-202612-000656,119634,2026-12-10,Estación Central
7.641.766-6,Cliente Nuevo 7641766,"Calle Arturo Prat 7970, Santiago, Chile",2026-12-24,ORD-CL-202612-003245,234318,2026-12-27,Providencia
15.595.095-2,Cliente 15595095,"Avenida Manuel Montt 6241, Santiago, Chile",2026-12-31,ORD-CL-202612-004156,165166,2027-01-02,Quinta Normal
19.524.568-0,Cliente 19524568,"Calle Catedral 8542, Santiago, Chile",2026-12-14,ORD-CL-202612-001730,301327,2026-12-15,Santiago
8.288.925-9,Cliente 8288925,"Calle Amunátegui 8931, Santiago, Chile",2026-12-19,ORD-CL-202612-002443,111010,2026-12-21,Estación Central
14.310.620-8,Cliente Nuevo 14310620,"Calle Santo Domingo 5170, Santiago, Chile",2026-12-31,ORD-CL-202612-004171,164144,2027-01-02,Recoleta
6.467.242-5,Cliente 6467242,"Avenida Independencia 24, Santiago, Chile",2026-12-13,ORD-CL-202612-001577,169598,2026-12-16,San Miguel
19.955.744-1,Cliente Nuevo 19955744,"Avenida Manuel Montt 4776, Santiago, Chile",2026-12-13,ORD-CL-202612-001564,106882,2026-12-15,Santiago
16.111.501-1,Cliente Nuevo 16111501,"Avenida Mapocho 2352, Santiago, Chile",2026-12-19,ORD-CL-202612-002441,118849,2026-12-21,Recoleta
5.165.826-0,Cliente Nuevo 5165826,"Calle Huérfanos 6451, Santiago, Chile",2026-12-15,ORD-CL-202612-001918,326940,2026-12-18,Vitacura
9.364.839-4,Cliente 9364839,"Avenida Apoquindo 7973, Santiago, Chile",2026-12-16,ORD-CL-202612-002168,109846,2026-12-18,Independencia
16.554.800-3,Cliente 16554800,"Calle Estado 7420, Santiago, Chile",2026-12-09,ORD-CL-202612-001030,218062,2026-12-12,San Miguel
7.374.439-8,Cliente Nuevo 7374439,"Calle Estado 5020, Santiago, Chile",2026-12-30,ORD-CL-202612-003978,185327,2027-01-01,Vitacura
5.805.928-3,Cliente Nuevo 5805928,"Calle Teatinos 3426, Santiago, Chile",2026-12-17,ORD-CL-202612-002267,132228,2026-12-18,Puente Alto
20.028.545-4,Cliente Nuevo 20028545,"Calle Estado 2507, Santiago, Chile",2026-12-26,ORD-CL-202612-003526,73682,2026-12-28,Santiago
19.427.280-3,Cliente 19427280,"Calle Merced 8269, Santiago, Chile",2026-12-29,ORD-CL-202612-003861,209150,2027-01-01,Estación Central
7.062.851-9,Cliente Nuevo 7062851,"Avenida Las Condes 2824, Santiago, Chile",2026-12-01,ORD-CL-202612-000048,76722,2026-12-04,Independencia
22.339.630-5,Cliente Nuevo 22339630,"Avenida Irarrázaval 7187, Santiago, Chile",2026-12-21,ORD-CL-202612-002787,102509,2026-12-23,Independencia
17.106.870-6,Cliente 17106870,"Avenida Recoleta 5324, Santiago, Chile",2026-12-22,ORD-CL-202612-002953,232530,2026-12-24,Providencia
14.867.251-1,Cliente 14867251,"Calle Catedral 3440, Santiago, Chile",2026-12-04,ORD-CL-202612-000470,109571,2026-12-07,Independencia
7.499.857-0,Cliente Nuevo 7499857,"Calle Santo Domingo 8998, Santiago, Chile",2026-12-21,ORD-CL-202612-002793,294654,2026-12-25,Santiago
13.892.478-4,Cliente 13892478,"Avenida Irarrázaval 8356, Santiago, Chile",2026-12-27,ORD-CL-202612-003625,98512,2026-12-29,Vitacura
12.033.777-7,Cliente Nuevo 12033777,"Calle Santo Domingo 1612, Santiago, Chile",2026-12-16,ORD-CL-202612-002200,96187,2026-12-18,Santiago
16.095.874-3,Cliente Nuevo 16095874,"Avenida Vitacura 2253, Santiago, Chile",2026-12-23,ORD-CL-202612-003076,103023,2026-12-25,Santiago
7.995.605-2,Cliente Nuevo 7995605,"Avenida La Florida 4780, Santiago, Chile",2026-12-09,ORD-CL-202612-001093,288402,2026-12-11,Santiago
7.836.410-2,Cliente 7836410,"Avenida Irarrázaval 3179, Santiago, Chile",2026-12-24,ORD-CL-202612-003149,205365,2026-12-26,Estación Central
16.513.123-9,Cliente Nuevo 16513123,"Calle Arturo Prat 4053, Santiago, Chile",2026-12-20,ORD-CL-202612-002626,149368,2026-12-22,Independencia
19.359.934-4,Cliente Nuevo 19359934,"Calle Merced 4538, Santiago, Chile",2026-12-11,ORD-CL-202612-001394,165284,2026-12-13,Puente Alto
13.193.452-1,Cliente Nuevo 13193452,"Avenida Vicuña Mackenna 1848, Santiago, Chile",2026-12-04,ORD-CL-202612-000457,208661,2026-12-07,Lo Prado
14.276.332-2,Cliente Nuevo 14276332,"Calle Morandé 7331, Santiago, Chile",2026-12-10,ORD-CL-202612-001203,183627,2026-12-13,Puente Alto
5.207.863-4,Cliente Nuevo 5207863,"Calle San Diego 7691, Santiago, Chile",2026-12-14,ORD-CL-202612-001781,269899,2026-12-17,San Miguel
7.951.830-0,Cliente Nuevo 7951830,"Calle Teatinos 9817, Santiago, Chile",2026-12-06,ORD-CL-202612-000648,166279,2026-12-10,Santiago
14.077.834-4,Cliente 14077834,"Calle San Diego 9330, Santiago, Chile",2026-12-15,ORD-CL-202612-001859,152879,2026-12-18,Lo Prado
10.794.720-1,Cliente Nuevo 10794720,"Calle San Antonio 9747, Santiago, Chile",2026-12-01,ORD-CL-202612-000014,79764,2026-12-04,Puente Alto
11.215.414-8,Cliente 11215414,"Avenida Providencia 5667, Santiago, Chile",2026-12-30,ORD-CL-202612-003907,231035,2026-12-31,Santiago
16.946.426-7,Cliente 16946426,"Calle Catedral 4222, Santiago, Chile",2026-12-22,ORD-CL-202612-002958,123056,2026-12-25,La Reina
8.370.123-6,Cliente Nuevo 8370123,"Calle Santo Domingo 2882, Santiago, Chile",2026-12-27,ORD-CL-202612-003588,270660,2026-12-29,Lo Prado
15.073.105-3,Cliente Nuevo 15073105,"Avenida La Florida 8463, Santiago, Chile",2026-12-22,ORD-CL-202612-002948,186499,2026-12-23,Estación Central
5.766.336-6,Cliente Nuevo 5766336,"Calle Catedral 2585, Santiago, Chile",2026-12-09,ORD-CL-202612-001079,129365,2026-12-12,La Florida
12.627.284-5,Cliente 12627284,"Avenida Recoleta 8980, Santiago, Chile",2026-12-30,ORD-CL-202612-003981,86989,2026-12-31,Recoleta
14.680.199-8,Cliente Nuevo 14680199,"Avenida Libertador Bernardo O'Higgins 6552, Santiago, Chile",2026-12-16,ORD-CL-202612-002051,125480,2026-12-18,Santiago
5.263.848-4,Cliente Nuevo 5263848,"Avenida Manuel Montt 8828, Santiago, Chile",2026-12-23,ORD-CL-202612-003121,72300,2026-12-25,Santiago
14.091.933-4,Cliente 14091933,"Calle Huérfanos 6842, Santiago, Chile",2026-12-06,ORD-CL-202612-000732,103352,2026-12-08,Santiago
17.624.572-6,Cliente 17624572,"Calle San Antonio 960, Santiago, Chile",2026-12-16,ORD-CL-202612-002080,124094,2026-12-19,Peñalolén
19.429.781-7,Cliente 19429781,"Calle Arturo Prat 6209, Santiago, Chile",2026-12-28,ORD-CL-202612-003739,240300,2026-12-30,Independencia
19.414.022-1,Cliente Nuevo 19414022,"Calle Santo Domingo 8278, Santiago, Chile",2026-12-04,ORD-CL-202612-000436,163804,2026-12-07,Santiago
16.467.561-8,Cliente 16467561,"Calle Teatinos 4467, Santiago, Chile",2026-12-26,ORD-CL-202612-003566,122268,2026-12-28,Providencia
15.880.306-9,Cliente 15880306,"Avenida Vicuña Mackenna 6625, Santiago, Chile",2026-12-19,ORD-CL-202612-002562,254203,2026-12-23,Estación Central
6.334.282-1,Cliente Nuevo 6334282,"Avenida Pedro De Valdivia 7852, Santiago, Chile",2026-12-10,ORD-CL-202612-001223,196154,2026-12-13,La Reina
11.850.979-9,Cliente 11850979,"Avenida Tobalaba 7248, Santiago, Chile",2026-12-26,ORD-CL-202612-003448,152548,2026-12-27,Providencia
22.994.958-6,Cliente Nuevo 22994958,"Calle San Antonio 3796, Santiago, Chile",2026-12-19,ORD-CL-202612-002618,193115,2026-12-21,Independencia
14.236.848-3,Cliente Nuevo 14236848,"Avenida Las Condes 7844, Santiago, Chile",2026-12-31,ORD-CL-202612-004029,261520,2027-01-02,La Reina
14.907.881-1,Cliente Nuevo 14907881,"Calle San Diego 5190, Santiago, Chile",2026-12-19,ORD-CL-202612-002495,86214,2026-12-22,Peñalolén
5.628.536-3,Cliente Nuevo 5628536,"Calle Teatinos 7030, Santiago, Chile",2026-12-07,ORD-CL-202612-000815,211798,2026-12-09,Santiago
22.094.291-1,Cliente 22094291,"Calle Santo Domingo 7533, Santiago, Chile",2026-12-31,ORD-CL-202612-004074,264250,2027-01-04,Lo Prado
19.116.035-0,Cliente 19116035,"Calle Amunátegui 6560, Santiago, Chile",2026-12-12,ORD-CL-202612-001532,256504,2026-12-15,Vitacura
13.070.120-2,Cliente 13070120,"Calle Monjitas 9966, Santiago, Chile",2026-12-23,ORD-CL-202612-003124,99236,2026-12-25,Santiago
13.011.364-4,Cliente Nuevo 13011364,"Avenida Américo Vespucio 1280, Santiago, Chile",2026-12-06,ORD-CL-202612-000662,176761,2026-12-10,Puente Alto
7.055.082-4,Cliente Nuevo 7055082,"Avenida Kennedy 2316, Santiago, Chile",2026-12-16,ORD-CL-202612-002210,125669,2026-12-20,Recoleta
13.452.771-8,Cliente Nuevo 13452771,"Avenida Las Condes 8964, Santiago, Chile",2026-12-30,ORD-CL-202612-003906,149139,2027-01-02,Las Condes
17.037.071-1,Cliente Nuevo 17037071,"Avenida Vicuña Mackenna 6602, Santiago, Chile",2026-12-24,ORD-CL-202612-003190,234561,2026-12-26,Recoleta
8.346.407-5,Cliente Nuevo 8346407,"Avenida Mapocho 5003, Santiago, Chile",2026-12-28,ORD-CL-202612-003779,203625,2026-12-30,Santiago
21.475.685-2,Cliente 21475685,"Avenida Providencia 3090, Santiago, Chile",2026-12-16,ORD-CL-202612-002173,97659,2026-12-19,Santiago
5.910.073-3,Cliente Nuevo 5910073,"Avenida Las Condes 5618, Santiago, Chile",2026-12-28,ORD-CL-202612-003763,43889,2026-12-29,Vitacura
7.941.056-6,Cliente Nuevo 7941056,"Avenida Kennedy 5315, Santiago, Chile",2026-12-01,ORD-CL-202612-000003,115798,2026-12-04,Independencia
11.666.079-1,Cliente Nuevo 11666079,"Calle Arturo Prat 5720, Santiago, Chile",2026-12-19,ORD-CL-202612-002454,130186,2026-12-23,Lo Prado
14.081.942-3,Cliente 14081942,"Avenida Vicuña Mackenna 139, Santiago, Chile",2026-12-11,ORD-CL-202612-001328,165666,2026-12-14,Puente Alto
